,product_id,price,brand,cat_0,cat_1
255,1802038,186.62,tcl,appliances,personal
256,1802038,186.62,tcl,appliances,personal
257,1004767,226.29,samsung,construction,tools
258,100030913,427.04,lenovo,electronics,audio
259,1005115,843.47,apple,construction,tools
260,1005239,230.87,xiaomi,construction,tools
261,1004939,141.55,vivo,construction,tools
262,100019252,182.45,xiaomi,construction,tools
263,1005223,166.01,xiaomi,construction,tools
264,1005223,166.01,xiaomi,construction,tools
265,1004781,223.25,huawei,construction,tools
266,1005161,165.99,xiaomi,construction,tools
267,1201465,249.17,samsung,apparel,shoes
268,1005205,231.41,oppo,construction,tools
269,1201295,501.92,apple,apparel,shoes
270,1201295,501.92,apple,apparel,shoes
271,1004750,205.64,samsung,construction,tools
272,1004750,205.64,samsung,construction,tools
273,1005203,107.34,xiaomi,construction,tools
274,1005264,155.73,xiaomi,construction,tools
275,1005266,130.99,xiaomi,construction,tools
276,1005266,130.99,xiaomi,construction,tools
277,1004767,226.17,samsung,construction,tools
278,1004226,720.48,apple,construction,tools
279,1004870,265.18,samsung,construction,tools
280,1004870,265.18,samsung,construction,tools
281,1004870,265.18,samsung,construction,tools
282,1003310,741.31,apple,construction,tools
283,1003310,741.31,apple,construction,tools
284,1005100,140.28,samsung,construction,tools
285,1005098,140.28,samsung,construction,tools
