,product_id,price,brand,cat_0,cat_1
0,3100640,51.43,redmond,appliances,kitchen
1,4804056,159.91,apple,electronics,audio
2,3900003,115.66,ariston,appliances,environment
3,3900003,115.66,ariston,appliances,environment
4,12301057,180.44,bosch,construction,tools
5,12301057,180.44,bosch,construction,tools
6,12301057,180.44,bosch,construction,tools
7,12301057,180.44,bosch,construction,tools
8,12301057,180.44,bosch,construction,tools
9,12301057,180.44,bosch,construction,tools
10,50600010,97.81,magnetta,auto,accessories
11,50600010,97.81,magnetta,auto,accessories
12,50600010,97.81,magnetta,auto,accessories
13,50600010,97.81,magnetta,auto,accessories
14,50600010,97.81,magnetta,auto,accessories
15,9200409,15.42,defender,computers,peripherals
16,4803977,119.89,samsung,electronics,audio
17,3601524,398.95,samsung,appliances,kitchen
18,2701753,617.75,haier,appliances,kitchen
19,3601524,398.95,samsung,appliances,kitchen
20,3601524,398.95,samsung,appliances,kitchen
21,3601343,437.57,samsung,appliances,kitchen
22,6200691,30.63,oasis,appliances,environment
23,6200691,30.63,oasis,appliances,environment
24,6200690,35.78,oasis,appliances,environment
25,4804056,161.5,apple,electronics,audio
26,6300288,47.54,polaris,appliances,kitchen
27,6800421,29.26,transcend,computers,components
28,4802036,174.99,apple,electronics,audio
29,1801881,488.81,samsung,electronics,video
30,1005115,806.61,apple,construction,tools
31,30100027,23.94,alteco,electronics,audio
32,8800313,45.48,nokia,electronics,camera
33,1002098,259.96,samsung,construction,tools
34,3601603,372.47,lg,appliances,kitchen
35,1004767,229.18,samsung,construction,tools
36,26300352,221.11,lucente,appliances,kitchen
37,26300352,221.11,lucente,appliances,kitchen
38,1005003,173.44,huawei,construction,tools
39,1005003,173.44,huawei,construction,tools
40,1005003,173.44,huawei,construction,tools
41,1005003,169.85,huawei,construction,tools
42,1005113,893.2,apple,construction,tools
43,1005113,893.2,apple,construction,tools
44,1005004,184.92,huawei,construction,tools
45,1005004,184.92,huawei,construction,tools
46,1005004,184.92,huawei,construction,tools
47,1005004,184.92,huawei,construction,tools
48,1005004,184.92,huawei,construction,tools
49,1005004,184.92,huawei,construction,tools
50,1005004,184.92,huawei,construction,tools
51,26300409,9.78,vega,apparel,shoes
52,1002544,409.28,apple,construction,tools
53,1002544,409.28,apple,construction,tools
54,3601244,373.21,lg,appliances,kitchen
55,3601244,373.21,lg,appliances,kitchen
56,3601244,373.21,lg,appliances,kitchen
57,3601244,373.21,lg,appliances,kitchen
58,3601244,373.21,lg,appliances,kitchen
59,3601244,373.21,lg,appliances,kitchen
60,3601244,373.21,lg,appliances,kitchen
61,3601244,373.21,lg,appliances,kitchen
62,3601244,373.21,lg,appliances,kitchen
63,3601244,373.21,lg,appliances,kitchen
64,3601244,373.21,lg,appliances,kitchen
65,3601244,373.21,lg,appliances,kitchen
66,3601244,373.21,lg,appliances,kitchen
67,3601244,373.21,lg,appliances,kitchen
68,3601244,373.21,lg,appliances,kitchen
69,3601244,373.21,lg,appliances,kitchen
70,3601244,373.21,lg,appliances,kitchen
71,3601244,373.21,lg,appliances,kitchen
72,3601244,373.21,lg,appliances,kitchen
73,3601244,373.21,lg,appliances,kitchen
74,3601244,373.21,lg,appliances,kitchen
75,3601244,373.21,lg,appliances,kitchen
76,3601244,373.21,lg,appliances,kitchen
77,3601244,373.21,lg,appliances,kitchen
78,3601244,373.21,lg,appliances,kitchen
79,3601244,373.21,lg,appliances,kitchen
80,3601244,373.21,lg,appliances,kitchen
81,3601244,373.21,lg,appliances,kitchen
82,3601244,373.21,lg,appliances,kitchen
83,3601244,373.21,lg,appliances,kitchen
84,3601244,373.21,lg,appliances,kitchen
85,3601244,373.21,lg,appliances,kitchen
86,3601244,373.21,lg,appliances,kitchen
87,3601244,373.21,lg,appliances,kitchen
88,3601244,373.21,lg,appliances,kitchen
89,3601244,373.21,lg,appliances,kitchen
90,3601244,373.21,lg,appliances,kitchen
91,3601244,373.21,lg,appliances,kitchen
92,3601244,373.21,lg,appliances,kitchen
93,3601244,373.21,lg,appliances,kitchen
94,3601244,373.21,lg,appliances,kitchen
95,3601244,373.21,lg,appliances,kitchen
96,3601244,373.21,lg,appliances,kitchen
97,3601244,373.21,lg,appliances,kitchen
98,3601244,373.21,lg,appliances,kitchen
99,3601244,373.21,lg,appliances,kitchen
100,3601244,373.21,lg,appliances,kitchen
101,3601244,373.21,lg,appliances,kitchen
102,3601244,373.21,lg,appliances,kitchen
103,3601603,372.47,lg,appliances,kitchen
104,3601603,372.47,lg,appliances,kitchen
105,3601244,373.21,lg,appliances,kitchen
106,3601244,373.21,lg,appliances,kitchen
107,3601603,372.47,lg,appliances,kitchen
108,3601244,370.64,lg,appliances,kitchen
109,3601244,370.64,lg,appliances,kitchen
110,31500231,43.73,luminarc,apparel,shoes
111,3801134,16.71,elenberg,furniture,bathroom
112,3801134,16.71,elenberg,furniture,bathroom
113,3600545,592.01,samsung,appliances,kitchen
114,100094553,54.98,toshiba,appliances,personal
115,1002544,398.72,apple,construction,tools
116,1002544,398.72,apple,construction,tools
117,1005203,108.09,xiaomi,construction,tools
118,1005169,180.16,samsung,construction,tools
119,3601603,371.92,lg,appliances,kitchen
120,3601603,371.92,lg,appliances,kitchen
121,100000589,99.87,delta,construction,components
122,3600775,511.9,bosch,appliances,kitchen
123,1002544,397.12,apple,construction,tools
124,1005169,179.97,samsung,construction,tools
125,100016020,16.82,viewmaster,appliances,kitchen
126,3801134,12.84,elenberg,furniture,bathroom
127,3801134,12.84,elenberg,furniture,bathroom
128,1005160,182.35,xiaomi,construction,tools
129,1005161,181.72,xiaomi,construction,tools
130,100030344,172.21,tecno,construction,tools
131,1004209,83.38,samsung,construction,tools
132,15200781,49.42,volta,furniture,bedroom
133,1004836,240.79,samsung,construction,tools
134,1005159,182.47,xiaomi,construction,tools
135,1005100,138.48,samsung,construction,tools
136,1005100,138.48,samsung,construction,tools
137,1005100,138.48,samsung,construction,tools
138,4802403,46.05,samsung,electronics,audio
139,1005239,236.48,xiaomi,construction,tools
140,1004653,585.34,samsung,construction,tools
141,1004653,585.34,samsung,construction,tools
142,1005186,720.46,samsung,appliances,kitchen
143,1004653,585.34,samsung,construction,tools
144,1005239,252.23,xiaomi,construction,tools
145,1005159,188.36,xiaomi,construction,tools
146,1004836,246.83,samsung,construction,tools
147,1005118,926.36,apple,construction,tools
148,1005118,926.36,apple,construction,tools
149,14700096,231.64,bts,electronics,video
150,6800865,56.35,samsung,appliances,kitchen
151,14700096,231.64,bts,electronics,video
152,100015219,341.58,dinastia,auto,accessories
153,1004767,244.43,samsung,construction,tools
154,1003310,694.74,apple,construction,tools
155,1003310,694.74,apple,construction,tools
156,1005144,1668.74,apple,construction,tools
157,1005160,181.99,xiaomi,construction,tools
158,1005159,181.99,xiaomi,construction,tools
159,1005288,239.39,xiaomi,construction,tools
160,1005223,194.34,xiaomi,construction,tools
161,1005264,165.24,xiaomi,construction,tools
162,1005239,248.64,xiaomi,construction,tools
163,1005160,181.99,xiaomi,construction,tools
164,100013980,207.21,xiaomi,construction,tools
165,100013980,207.21,xiaomi,construction,tools
166,100013980,207.21,xiaomi,construction,tools
167,1005223,194.34,xiaomi,construction,tools
168,100013991,207.21,xiaomi,construction,tools
169,1005161,181.96,xiaomi,construction,tools
170,1004246,785.01,apple,construction,tools
171,1005115,920.54,apple,construction,tools
172,1005115,920.54,apple,construction,tools
173,1004653,583.76,samsung,construction,tools
174,1004653,583.76,samsung,construction,tools
175,1004653,583.76,samsung,construction,tools
176,1004872,277.72,samsung,construction,tools
177,1004767,243.17,samsung,construction,tools
178,1005098,137.71,samsung,construction,tools
179,11600160,23.14,microlab,appliances,kitchen
180,11600160,23.14,microlab,appliances,kitchen
181,1004653,583.52,samsung,construction,tools
182,1004653,583.52,samsung,construction,tools
183,1002544,451.72,apple,construction,tools
184,1005105,1286.74,apple,construction,tools
185,1004767,241.88,samsung,construction,tools
186,3801134,16.71,elenberg,furniture,bathroom
187,100012418,10.27,centek,electronics,camera
188,1004653,580.25,samsung,construction,tools
189,1004653,580.2,samsung,construction,tools
190,100012532,65.9,arktika,computers,peripherals
191,100012418,10.27,centek,electronics,camera
192,17300568,96.53,montale,apparel,shoes
193,17300568,96.53,montale,apparel,shoes
194,17300568,96.53,montale,apparel,shoes
195,17300568,96.53,montale,apparel,shoes
196,1005118,923.42,apple,construction,tools
197,1005118,923.42,apple,construction,tools
198,1005118,923.42,apple,construction,tools
199,1005118,923.42,apple,construction,tools
200,1005118,923.42,apple,construction,tools
201,1005118,923.42,apple,construction,tools
202,1005105,1284.11,apple,construction,tools
203,1004856,128.42,samsung,construction,tools
204,1005115,879.01,apple,construction,tools
205,1701392,134.37,acer,computers,peripherals
206,1005223,192.8,xiaomi,construction,tools
207,1005239,245.05,xiaomi,construction,tools
208,1004838,154.42,oppo,construction,tools
209,8800773,76.07,nokia,electronics,camera
210,1004838,154.42,oppo,construction,tools
211,2800587,314.01,indesit,appliances,kitchen
212,2800587,314.01,indesit,appliances,kitchen
213,100042679,321.24,birusa,appliances,kitchen
214,1002544,445.8,apple,construction,tools
215,3100970,56.6,redmond,appliances,kitchen
216,3100970,56.6,redmond,appliances,kitchen
217,4804022,24.17,jbl,electronics,audio
218,4804022,24.17,jbl,electronics,audio
219,1004767,238.34,samsung,construction,tools
220,12400019,168.18,bosch,electronics,audio
221,2500566,64.3,asel,appliances,kitchen
222,1004767,238.08,samsung,construction,tools
223,3701088,105.51,bosch,appliances,environment
224,1005023,347.22,xiaomi,construction,tools
225,1004767,232.77,samsung,construction,tools
226,1004873,327.06,samsung,construction,tools
227,1004026,141.32,xiaomi,construction,tools
228,1002544,436.3,apple,construction,tools
229,11600043,28.29,sven,appliances,kitchen
230,2701888,429.84,beko,appliances,kitchen
231,1004767,227.37,samsung,construction,tools
232,100068488,347.46,samsung,construction,tools
233,3700926,69.47,samsung,appliances,environment
234,3601489,488.79,samsung,appliances,kitchen
235,1004856,129.99,samsung,construction,tools
236,1004856,129.99,samsung,construction,tools
237,1004856,129.99,samsung,construction,tools
238,1005132,1228.2,apple,construction,tools
239,1307352,411.82,acer,electronics,audio
240,1801704,403.87,samsung,appliances,personal
241,1802005,432.42,lg,appliances,personal
242,1004935,154.16,vivo,construction,tools
243,1307352,411.82,acer,electronics,audio
244,1004937,154.42,vivo,construction,tools
245,1306355,530.0,hp,electronics,audio
246,1307568,514.79,acer,electronics,audio
247,1005113,954.9,apple,construction,tools
248,1004870,270.3,samsung,construction,tools
249,1004870,270.3,samsung,construction,tools
250,1306355,530.0,hp,electronics,audio
251,1004766,224.07,samsung,construction,tools
252,1005022,334.6,oppo,construction,tools
253,1005212,166.53,samsung,construction,tools
254,100003358,485.72,lenovo,electronics,audio
