,user_id
637,512772426
638,568037648
639,568028442
640,515467080
641,550356895
642,560789369
643,513815353
644,516074744
645,513863193
646,548041928
647,516914218
648,567438217
649,547208703
650,533300992
651,560810610
652,566121123
653,515304974
654,514054825
655,568439890
656,550984194
657,550984194
658,515052900
659,568458498
660,542917530
661,542486213
662,543683652
663,567374059
664,568478122
665,514768421
666,514768421
667,514122088
668,560103242
669,514551146
670,559416299
671,521568747
672,551838626
673,524576688
674,518675989
675,562851232
676,513244612
677,515106642
678,515019342
679,512513313
680,512513313
681,512513313
682,514123489
683,512541366
684,553540212
685,553540212
686,553540212
687,553540212
688,553540212
689,517970223
690,556398966
691,514779830
692,517048615
693,517048615
694,528080301
695,514080260
696,512615505
697,553293005
698,553293005
699,566121123
700,517808195
701,514615143
702,566797786
703,513725767
704,568458206
705,525999296
706,552806333
707,514083597
708,513303776
709,559691786
710,515896040
711,512426959
712,512697189
713,563986948
714,553540212
715,563694736
716,568476796
717,512572527
718,568574037
719,531375684
720,540551336
721,563401474
722,512497855
723,512792652
724,547267717
725,556058468
726,517059379
727,517059379
728,517059379
729,517059379
730,518882885
731,530387924
732,557113653
733,557113653
734,557113653
735,557113653
736,557113653
737,568655566
738,512558385
739,512558385
740,512558385
741,545669148
742,529582202
743,528013170
744,540318236
745,562242432
746,562941337
747,568778738
748,568778738
749,523015213
750,515902751
751,523015213
752,515902751
753,523015213
754,523015213
755,523015213
756,521790640
757,514551146
758,557330802
759,568778738
760,568778738
761,568778738
762,568778738
763,568778738
764,516364568
765,543781859
766,536580075
767,553041398
768,568480432
769,568480432
770,513380016
771,513380016
772,523995405
773,512377991
774,512377991
775,514551146
776,547807027
777,563278059
778,544288403
779,513316035
780,568807003
781,543781859
782,565683478
783,539638312
784,513078310
785,514053640
786,513078310
787,512801565
788,568813564
789,568813564
790,568813564
791,568813564
792,527689845
793,568810255
794,552831134
795,552831134
796,517061488
797,517061488
798,560753934
799,560753934
800,560753934
801,560753934
802,560753934
803,560753934
804,560753934
805,553766687
806,568817527
807,512606901
808,512858257
809,372439993
810,568067566
811,568067566
812,543345239
813,568829206
814,568829206
815,554498617
816,566190160
817,566190160
818,566190160
819,513163044
820,566190160
821,547807027
822,533831867
823,533831867
824,533831867
825,561268542
826,533831867
827,533831867
828,568824636
829,566901609
830,515493112
831,557326594
832,557326594
833,512858257
834,557385563
835,557385563
836,568839711
837,568838555
838,528214232
839,528214232
840,566901609
841,566901609
842,566901609
843,530771653
844,541520443
845,524211106
846,513321202
847,532641004
848,568653553
849,568653553
850,524311382
851,561230883
852,557113653
853,543072129
854,543072129
855,546631010
856,562706921
857,562706921
858,564839242
859,564839242
860,568741580
861,562851232
862,516046103
863,519128299
864,561888189
865,564256404
866,553621858
867,564606374
868,543494357
869,563223911
870,517081886
871,552831134
872,532969227
873,518325148
874,517233886
875,568025645
876,515903829
877,515367880
878,567441491
879,567441491
880,555022633
881,567445095
882,522112228
883,536580075
884,514551146
885,543315468
886,514551146
887,560959818
888,533353429
889,515508952
890,550493279
891,568808510
892,536457905
893,552952469
894,565282560
895,544342456
896,513883708
897,513380016
898,515099343
899,532804712
900,555260139
901,515931183
902,568612331
903,564799123
904,555260139
905,555243750
906,513316035
907,512803922
908,512803922
909,512858824
910,557385563
911,557326594
912,557326594
913,515896040
914,512808889
915,512858824
916,547797855
917,547797855
918,535927173
919,550075977
920,512803922
921,512803922
922,517887943
923,514665679
924,513189431
925,513189431
926,513189431
927,513159780
928,568858195
929,513159780
930,553540212
931,559208163
932,559208163
933,559208163
934,559208163
935,568448311
936,389010765
937,515415187
938,514053640
939,566692863
940,566692863
941,522253743
942,513465133
943,568873851
944,555977940
945,527594220
946,544471437
947,544471437
948,544471437
949,544471437
950,544471437
951,544471437
952,544471437
953,568887857
954,544471437
955,544471437
956,550898264
957,544471437
958,544471437
959,565659248
960,556704232
961,522087026
962,522087026
963,522087026
964,552166472
965,552166472
966,542572327
967,542572327
968,542572327
969,542572327
970,517896553
971,522087026
972,568492037
973,568492037
974,568492037
975,568492037
976,568492037
977,568492037
978,568492037
979,558991924
980,568492037
981,568492037
982,568492037
983,568492037
984,568492037
985,568492037
986,568492037
987,568492037
988,568492037
989,568655566
990,568655566
991,568655566
992,566140025
993,566140025
994,547488700
995,542310494
996,512402027
997,517016912
998,513982553
999,517016912
1000,519291789
1001,519291789
1002,566853347
1003,566853347
1004,566853347
1005,566853347
1006,566853347
1007,566853347
1008,568931111
1009,563030662
1010,513300914
1011,513300914
1012,512426959
1013,568492037
1014,512989350
1015,536872727
1016,549150376
1017,536435063
1018,536435063
1019,536435063
1020,568943162
1021,512427738
1022,568943162
1023,536435063
1024,550441394
1025,523484212
1026,536412312
1027,536412312
1028,512770716
1029,512770716
1030,547797855
1031,542251652
1032,568951590
1033,546709755
1034,547935327
1035,568273120
1036,560035212
1037,567698007
1038,524635757
1039,538542031
1040,568967925
1041,568967925
1042,556936795
1043,544604122
1044,558512244
1045,536125596
1046,517609672
1047,561128873
1048,544107256
1049,561128873
1050,519786894
1051,549574087
1052,553540212
1053,536412312
1054,536412312
1055,557124861
1056,540464712
1057,523376403
1058,566761823
1059,532295465
1060,517686689
1061,517686689
1062,552340433
1063,528080301
1064,556714341
1065,513759333
1066,513759333
1067,516237493
1068,569005908
1069,514909902
1070,569005908
1071,531165653
1072,531165653
1073,561825546
1074,561825546
1075,561825546
1076,524450743
1077,531165653
1078,514227205
1079,513888719
1080,543979640
1081,512527554
1082,569014390
1083,512638727
1084,518659090
1085,518659090
1086,569022251
1087,569020524
1088,565909350
1089,552108898
1090,521434760
1091,569025635
1092,560641105
1093,565909350
1094,552948638
1095,521434760
1096,518612887
1097,516988797
1098,518612887
1099,521434760
1100,521434760
1101,515914795
1102,512808889
1103,541520443
1104,557326594
1105,518714382
1106,568848659
1107,535927173
1108,515896040
1109,512803922
1110,512803922
1111,523385500
1112,567441491
1113,540765135
1114,513191331
1115,516825481
1116,512803922
1117,518830872
1118,568044835
1119,533750775
1120,568062705
1121,568783763
1122,520896425
1123,517434954
1124,513829192
1125,513465133
1126,543701331
1127,512803922
1128,512803922
1129,517526936
1130,515782701
1131,567637030
1132,568871211
1133,568880385
1134,568880385
1135,545639664
1136,516902078
1137,568638240
1138,515782701
1139,514557135
1140,563907320
1141,547320539
1142,547320539
1143,512801393
1144,526940854
1145,568895336
1146,562695263
1147,519896204
1148,567447895
1149,516862139
1150,516862139
1151,556971838
1152,517419658
1153,515773136
1154,568912185
1155,567374059
1156,566140025
1157,512803922
1158,516505919
1159,556904452
1160,516505919
1161,513300914
1162,531651974
1163,554398874
1164,419697235
1165,512601118
1166,557925443
1167,568044835
1168,529319630
1169,543928263
1170,568951667
1171,555243750
1172,540200627
1173,552528679
1174,517468772
1175,532969227
1176,524635757
1177,560464517
1178,512803922
1179,513001003
1180,530497204
1181,518833914
1182,562176348
1183,560464517
1184,536412312
1185,521568880
1186,536412312
1187,521568880
1188,519983149
1189,537282858
1190,519983149
1191,568987370
1192,519983149
1193,558331587
1194,518614883
1195,513001003
1196,558331587
1197,562656955
1198,545611012
1199,513739220
1200,515456050
1201,513815353
1202,568044835
1203,539534974
1204,536412312
1205,550358138
1206,528080301
1207,550358138
1208,568986146
1209,543818625
1210,569005908
1211,566396923
1212,516198806
1213,512397411
1214,569005908
1215,531935989
1216,513227234
1217,518727966
1218,569020524
1219,568574037
1220,555051172
1221,519983149
1222,536443554
1223,526655398
1224,568742495
1225,555549495
1226,521434760
1227,521434760
1228,521434760
1229,521434760
1230,521434760
1231,541146700
1232,515650929
1233,532778951
1234,569021999
1235,512569859
1236,521434760
1237,512569859
1238,512569859
1239,512569859
1240,515577358
1241,532207692
1242,512569859
1243,551817517
1244,515890287
1245,527480766
1246,569001617
1247,569001617
1248,547935327
1249,548823293
1250,568282157
1251,548823293
1252,568282157
1253,568282157
1254,561658482
1255,557698741
1256,557698741
1257,557698741
1258,557698741
1259,557698741
1260,557698741
1261,557698741
1262,557698741
1263,551945564
1264,569057270
1265,513268709
1266,531853629
1267,545042232
1268,545042232
1269,526700407
1270,514980660
1271,514080260
1272,514080260
1273,514080260
1274,514080260
1275,545042232
1276,519929689
1277,519929689
1278,560848919
1279,562104352
1280,562104352
1281,562104352
1282,536873430
1283,527575329
1284,569014033
1285,526681200
1286,567579022
1287,547379314
1288,552981885
1289,547379314
1290,568951667
1291,516375299
1292,564799123
1293,536796894
1294,536796894
1295,515921574
1296,515921574
1297,515016264
1298,515577358
1299,547154980
1300,512756955
1301,536796894
1302,531165653
1303,553275434
1304,531165653
1305,512636381
1306,516223518
1307,569181085
1308,517016912
1309,513288256
1310,513288256
1311,524450743
1312,559714137
1313,559085889
1314,559085889
1315,555545871
1316,569071837
1317,515902751
1318,514508561
1319,506061331
1320,514508561
1321,514508561
1322,568156404
1323,521171264
1324,512377991
1325,544142914
1326,541981761
1327,537728197
1328,523944556
1329,512368644
1330,554093962
1331,565362338
1332,528287566
1333,546112527
1334,569207304
1335,564950956
1336,516697879
1337,516697879
1338,569209778
1339,524097311
1340,518939025
1341,569040229
1342,541723234
1343,512753356
1344,569040229
1345,552938365
1346,569040229
1347,541723234
1348,567791140
1349,541723234
1350,547742043
1351,547742043
1352,547742043
1353,512596959
1354,512596959
1355,548970125
1356,548970125
1357,548970125
1358,534956582
1359,547334845
1360,532442039
1361,565263920
1362,538387740
1363,537484321
1364,541683820
1365,540376671
1366,513875436
1367,569240389
1368,528010814
1369,522924717
1370,522924717
1371,569037674
1372,567760188
1373,563958120
1374,569056463
1375,516720517
1376,556254791
1377,545892731
1378,514914419
1379,534319208
1380,518901953
1381,557243486
1382,551172921
1383,524209901
1384,525143491
1385,556771207
1386,564799123
1387,525078784
1388,512713372
1389,523939765
1390,569170846
1391,569170846
1392,569170846
1393,519794622
1394,519340098
1395,568108148
1396,551062806
1397,539455910
1398,534298615
1399,536796894
1400,569181085
1401,542309185
1402,555545871
1403,569185080
1404,569181085
1405,519788491
1406,569185080
1407,568044835
1408,530137279
1409,513875436
1410,535451508
1411,569191565
1412,536796894
1413,541736228
1414,526670075
1415,515979435
1416,520418224
1417,514920244
1418,520418224
1419,513298064
1420,534906994
1421,534906994
1422,541725200
1423,569209162
1424,569210261
1425,569210261
1426,513285902
1427,569210261
1428,518325148
1429,535137110
1430,563901679
1431,543030400
1432,506061331
1433,515367880
1434,549727315
1435,513421296
1436,530041585
1437,548970125
1438,553760899
1439,515896040
1440,547334845
1441,524450743
1442,512386756
1443,553686575
1444,515468297
1445,569210261
1446,516697879
1447,513057903
1448,518651810
1449,518651810
1450,536362679
1451,541158418
1452,513640579
1453,559873129
1454,569251868
1455,569210261
1456,513295826
1457,559873129
1458,557222290
1459,557222290
1460,569241724
1461,565254705
1462,512558385
1463,512736027
1464,539932273
1465,519264256
1466,522159883
1467,568484855
1468,569262893
1469,569263316
1470,564961511
1471,564961511
1472,555572153
1473,555572153
1474,526240368
1475,568807003
1476,568807003
1477,569081403
1478,539932273
1479,539932273
1480,539932273
1481,564980123
1482,533452110
1483,533897650
1484,533897650
1485,569231432
1486,564477982
1487,564477982
1488,564712258
1489,515252341
1490,518790261
1491,569289088
1492,519232892
1493,554924928
1494,569239506
1495,566012996
1496,552981885
1497,552981885
1498,524169083
1499,524169083
1500,524169083
1501,554924928
1502,553375587
1503,512397764
1504,519850837
1505,514681138
1506,514681138
1507,560836451
1508,560836451
1509,556657697
1510,517154745
1511,564477982
1512,568085314
1513,518906257
1514,512404809
1515,568085314
1516,547099302
1517,568085314
1518,532329469
1519,560836451
1520,560836451
1521,518844708
1522,518844708
1523,568085314
1524,518844708
1525,517896553
1526,532329469
1527,532329469
1528,532329469
1529,532329469
1530,532329469
1531,532329469
1532,532329469
1533,532329469
1534,532329469
1535,532329469
1536,532329469
1537,532329469
1538,532329469
1539,532329469
1540,532329469
1541,532329469
1542,532329469
1543,532329469
1544,532329469
1545,532329469
1546,532329469
1547,532329469
1548,512407984
1549,512407984
1550,569305218
1551,512558385
1552,513712284
1553,513712284
1554,513712284
1555,568085314
1556,518513028
1557,550782032
1558,550782032
1559,567544838
1560,567544838
1561,523598575
1562,567544838
1563,547935327
1564,527538513
1565,515757684
1566,539569247
1567,552821988
1568,520279164
1569,518932073
1570,560372990
1571,515092542
1572,512431248
1573,541857243
1574,512431248
1575,538833063
1576,569341286
1577,569341286
1578,569341286
1579,569344932
1580,569344932
1581,569344932
1582,569344932
1583,569344932
1584,564433540
1585,564433540
1586,569347952
1587,569347952
1588,542022093
1589,569354175
1590,542022093
1591,522373306
1592,569354175
1593,569354175
1594,569335343
1595,555243750
1596,515509568
1597,520057503
1598,537307462
1599,545371018
1600,521984655
1601,514739202
1602,562629705
1603,533925828
1604,562629705
1605,533925828
1606,533925828
1607,523598575
1608,513587072
1609,543477701
1610,566161187
1611,522128043
1612,514465555
1613,561796533
1614,539113452
1615,565625697
1616,559086733
1617,515625583
1618,516268518
1619,516675944
1620,537707336
1621,521914081
1622,528013170
1623,555338115
1624,528013170
1625,562612532
1626,541778059
1627,518646014
1628,518646014
1629,515148395
1630,533837525
1631,514942070
1632,514942070
1633,542707675
1634,513587072
1635,544995664
1636,568822889
1637,554242017
1638,530677923
1639,527185483
1640,568822889
1641,568822889
1642,560328785
1643,512967229
1644,532127471
1645,550915310
1646,540376671
1647,539234754
1648,568044835
1649,525861822
1650,518651810
1651,528010814
1652,528010814
1653,516375299
1654,541158418
1655,566205653
1656,533176012
1657,565254705
1658,538250735
1659,559224431
1660,514557135
1661,515778623
1662,549094808
1663,553208941
1664,528010814
1665,567340121
1666,516631568
1667,542490863
1668,567340121
1669,519264256
1670,517700356
1671,562367910
1672,513739220
1673,539751577
1674,512845126
1675,561809267
1676,514234236
1677,568085314
1678,569268415
1679,523944556
1680,512803922
1681,526240368
1682,536412312
1683,555540095
1684,536412312
1685,568167624
1686,518790261
1687,546957422
1688,569291824
1689,552609319
1690,516988797
1691,562597306
1692,538803063
1693,567441491
1694,550898264
1695,551097057
1696,556910623
1697,532329469
1698,536412312
1699,530604272
1700,514782219
1701,513712284
1702,515044198
1703,529599264
1704,568292081
1705,553617815
1706,536593079
1707,512431248
1708,530041585
1709,512431248
1710,569347491
1711,548855695
1712,513185930
1713,548390117
1714,515798086
1715,518741661
1716,555243750
1717,513163044
1718,538709140
1719,540802554
1720,515493112
1721,513833578
1722,521349533
1723,521349533
1724,521349533
1725,516268518
1726,544753931
1727,545264877
1728,564595114
1729,564595114
1730,564595114
1731,513587072
1732,530692365
1733,516583329
1734,545042232
1735,550075977
1736,540183371
1737,559417801
1738,569414929
1739,550075977
1740,567363893
1741,569414929
1742,569425311
1743,569425311
1744,515092542
1745,556902904
1746,556902904
1747,531848429
1748,531848429
1749,542913799
1750,542913799
1751,569425446
1752,569425446
1753,569425446
1754,522828739
1755,523830503
1756,523830503
1757,512912776
1758,536143311
1759,535983061
1760,513200866
1761,513303058
1762,569458111
1763,512753356
1764,513922647
1765,533735782
1766,514512868
1767,526176119
1768,558803393
1769,568950861
1770,539638312
1771,539638312
1772,537959750
1773,552012564
1774,545346474
1775,532601717
1776,562210085
1777,546436148
1778,567040885
1779,545929922
1780,564513199
1781,533925828
1782,533925828
1783,534651528
1784,539224623
1785,536585788
1786,553419123
1787,526168030
1788,539060756
1789,569540290
1790,530632780
1791,530632780
1792,560674869
1793,515147020
1794,515147020
1795,515147020
1796,515147020
1797,549697474
1798,551960184
1799,561706010
1800,561706010
1801,561706010
1802,539932273
1803,539932273
1804,539932273
1805,539932273
1806,523781709
1807,540333445
1808,540333445
1809,513295826
1810,551138527
1811,535280109
1812,535280109
1813,523502853
1814,564513199
1815,564513199
1816,569561363
1817,559058461
1818,542316273
1819,527230451
1820,527230451
1821,569297120
1822,569297120
1823,557274891
1824,569567405
1825,530288362
1826,569570457
1827,567605472
1828,569570457
1829,535532249
1830,514739202
1831,512674559
1832,514739202
1833,569577215
1834,557429716
1835,515184293
1836,515184293
1837,520057503
1838,519893027
1839,522610919
1840,536571092
1841,569581054
1842,513724992
1843,515220212
1844,512674559
1845,512674559
1846,539932273
1847,512674559
1848,512674559
1849,524053552
1850,514518746
1851,519655207
1852,513194095
1853,515433800
1854,515433800
1855,515433800
1856,515433800
1857,515433800
1858,565073122
1859,568807003
1860,565073122
1861,516860555
1862,568807003
1863,518741661
1864,552981885
1865,564513199
1866,564513199
1867,517506086
1868,547782806
1869,564513199
1870,513264654
1871,547782806
1872,547782806
1873,513264654
1874,513264654
1875,513193048
1876,568838555
1877,569595640
1878,522339879
1879,513264654
1880,515459494
1881,513335799
1882,514248843
1883,568122224
1884,513724992
1885,512803922
1886,567144147
1887,514369614
1888,531998923
1889,569458111
1890,569604703
1891,569615898
1892,569615898
1893,569611318
1894,512719052
1895,560216204
1896,569615898
1897,512674559
1898,512674559
1899,512719052
1900,512719052
1901,524715824
1902,568604915
1903,549018652
1904,549018652
1905,545639664
1906,569414929
1907,569414929
1908,512391602
1909,550075977
1910,569414929
1911,569414929
1912,569414929
1913,513351630
1914,550904720
1915,519577513
1916,519577513
1917,559158020
1918,567683719
1919,569436803
1920,538959288
1921,518670883
1922,568689771
1923,569466582
1924,569466582
1925,516074744
1926,569466582
1927,569466582
1928,538709140
1929,569466582
1930,569466582
1931,512823336
1932,548082646
1933,519929689
1934,514234236
1935,519929689
1936,566005799
1937,533125718
1938,555176248
1939,527282874
1940,568568320
1941,558485580
1942,536580075
1943,555542000
1944,524363918
1945,569578551
1946,515184293
1947,569583042
1948,564054451
1949,546412767
1950,566093236
1951,569585901
1952,568831550
1953,565297945
1954,518109517
1955,518790261
1956,513194095
1957,568807003
1958,569599313
1959,560674869
1960,517434954
1961,513724992
1962,549430132
1963,534824176
1964,567144147
1965,545541729
1966,569170846
1967,560712235
1968,525285272
1969,523598575
1970,525285272
1971,553617815
1972,565357263
1973,513259589
1974,569184856
1975,569184856
1976,567351912
1977,567351912
1978,567351912
1979,548079740
1980,517061488
1981,521433809
1982,516457421
1983,524715824
1984,516457421
1985,545572660
1986,533721955
1987,533721955
1988,533721955
1989,518714932
1990,519993930
1991,542013908
1992,542013908
1993,521519851
1994,519653907
1995,550432721
1996,537184797
1997,518328898
1998,518328898
1999,516508585
2000,543462728
2001,517896553
2002,517896553
2003,516908074
2004,549332468
2005,568817194
2006,562188068
2007,568817194
2008,565969386
2009,568817194
2010,512547451
2011,569676585
2012,522087026
2013,522087026
2014,522087026
2015,522087026
2016,525221705
2017,551617318
2018,569679511
2019,518879906
2020,522087026
2021,540621806
2022,569337404
2023,569337404
2024,569337404
2025,518894742
2026,512915119
2027,539100224
2028,539100224
2029,515520550
2030,512674559
2031,512674559
2032,512674559
2033,535140935
2034,562482731
2035,556476860
2036,542090489
2037,556374994
2038,530415692
2039,553743058
2040,552043401
2041,552043401
2042,550203876
2043,562592217
2044,545346474
2045,519653907
2046,519653907
2047,569711911
2048,518875906
2049,518875906
2050,569721028
2051,545540787
2052,545540787
2053,541778059
2054,558150417
2055,558150417
2056,558150417
2057,558150417
2058,523922957
2059,569715849
2060,515092542
2061,536578774
2062,536578774
2063,513693182
2064,513693182
2065,569721015
2066,569721015
2067,513023316
2068,513693182
2069,519653907
2070,523191918
2071,523191918
2072,523191918
2073,514779830
2074,542831796
2075,569744018
2076,523191918
2077,569315117
2078,514779830
2079,569744018
2080,512489700
2081,512489700
2082,524819529
2083,524819529
2084,569744018
2085,513209593
2086,536175014
2087,569744018
2088,569744018
2089,512765015
2090,514057159
2091,536175014
2092,516810071
2093,516810071
2094,516810071
2095,516810071
2096,523694958
2097,569744018
2098,569744018
2099,569744018
2100,523694958
2101,538709140
2102,520285805
2103,516475559
2104,569744018
2105,569744018
2106,512713012
2107,521342714
2108,515881187
2109,522611293
2110,558668975
2111,552981885
2112,514649242
2113,524531857
2114,568415177
2115,512705957
2116,569744018
2117,569744018
2118,545901286
2119,538883667
2120,548790092
2121,538883667
2122,538883667
2123,569804259
2124,512538257
2125,562421243
2126,513072867
2127,514768421
2128,514768421
2129,553505088
2130,513867231
2131,513867231
2132,513867231
2133,514768421
2134,525445818
2135,567351912
2136,514017110
2137,514017110
2138,521860292
2139,517061488
